16 32 32 32

25:00000000000000000000000000000000,00011000110101010110100000000010,00001100101110110001000001001000,00000111000110000100001001001000,00100100010100001000010001101000,00010110001100000000011100000001,00000011111010011100000001110000,01000010010001111110000110000100,00100010000000111000001011101000,00010110100011000000011100000011,00011110010110001000000101000000,01110000110001000000001111110001,00110010001110001110001100110000,00000000000111001001101100100111,01110000000010010001111101100000,01000000000000100001000011110000,00010100000011110110001000010000,00011011000001111000110010010100,00010000100000000010110000110010,00001101000000011100010000010000,00000010110000010111110000010000,00111001101000100111110000000000,00101000000000000000111000001111,01011100000000000010111000010110,01100000000000001001100000001000,00001011000000100011100000100000,01111100100000011001010010111011,01100011110000001000110000001000,00000001110001011001010011110100,00000001000001010001010010101100,00000000010000000010001001001100,00000000000000000010001000011010
26:00000000000000000000000000000000,00000101101011000011000000000000,00000000010000100011000101011000,01000001000001100010001111000100,00100010100011001000000000110000,00010001111101111000000000011001,00001000111111100000000011110000,00001000001010000001011000011000,01110100011000000100111100010000,00110111011010000100001000010000,00100001000010000100000001010000,01000100011110000001010011000000,00001111000100000011110000000000,00000000000100000011000001001001,00000000000111111110000001111000,00000000000011001100001111000000,01000100000001101001001000000000,00000111000000000000111111100100,01000101000000000000001001110000,00000110000000000101000001010111,00000001110000001100000000100110,00011001000100001100000000100111,00101000000100000000000000001011,00111000000110111100000000010110,01101010001011011110000000001011,01010000000010101001100011100111,00000000011000101001011101100000,00000000111000110000011000100001,00000011000000111001011000000001,00000001000000110001001000011111,00000000011100000000001000000011,00010001110011010010001000001100
27:00000000000000000000000000000000,00011001111111000000000000000000,01011111110111011010100000110000,01001110100100000010100000101100,00100110010110010101100000111100,00110110011110011100000000001100,00011100111010000011101110000000,00001000000000000011100101101001,00001000011001000001100000000000,00001001001000000001110001010100,00000110000010000101000010001100,00000110011110000001110000110010,00000011101110000011110001001100,00100010000101000000000000000110,00000010000001110000000110001100,00000111000000000001000111001000,00000101010001001011000011001000,00000001010001100000110001110000,01000000011100000000001000000000,00000000010101000000000100101110,00000000110110000000000010000111,00111000010110000000010011110000,00101001011000010000010001111110,00001100011011101100010100100010,00001110010010011000000000010011,00110000001001100000010101011111,00100000110000100000110101000001,00000010110000000001110000000000,00000010100000000001111011000111,00000000011000000011101011010000,00000000011110000001000100011001,00001000011110000100011110000011
28:00000000000000000000000000000000,00000100100110010000010011000000,00000100000001011110100000000001,00101111000000100010100001110001,00101011111110010111110000000000,01111111010100110110111111100000,00011111011011001110100010000000,00001011100011110111101110001111,00001000100001010011101010001110,00000001010000000010000000101100,00000000001000000110000001100000,00000110011110000100010011101000,01000110101000000000011110001110,00100011100000000010000000000110,00000000110001110000000001000001,00000000010001010001000000110000,01100110000010011000101010110000,00100000100111100010111101000000,01100001100001000000000011000000,00000000010101000000000011000111,01000000010100000000000001101101,00101000011000000000110100011001,00111000000000001111100110011110,00001111011011110100101000001110,00000001010010111110010001110011,01111000001000000000011000110111,00001000100000000000001011000000,01101000000000000001110000000000,00000000000000000001100001000111,00000000110010001010001000101001,00000000010110111001101010100001,00010011110110011000111100110110
29:00000000000000000000000000000000,01000100100100001100000001000000,01000000000001000001110000001100,01000001000000100101110010100000,01100000000111010101110011100111,01010110000001100001111111000000,00011111100001100000000110000010,00000101100010100000000010001111,00001101100010101010000110001011,00010011100010110000001010101001,00111111111111000001010011100000,00100001111001100010100011111001,00000010111000110110100100001100,00000010111111110000000000000000,00000110110000110000000000000111,01111010010001000001010111000010,01100001010101111000001101000110,00000000101101101110100001000001,00000001100000010000000001011110,00000000100000010000010110101110,00000000010010000011001110111000,01101100111010000100001000101010,00001100011010110000000010100110,00011110111010110110001000111010,00000110111111001110111110110110,00000010110010000011111100100000,00000010001010000011100000000011,00000100001010000011111001100011,01000000001110000111010001111001,01100000011000001100100000001001,01110000000000001001011010000001,01001100000000001100010000000111
30:00000000000000000000000000000000,01100100110000100000000010111010,01000000001000000000000010010010,01100000000000011000100110111100,01010000000100111100010000100101,01000100000001100000001001000000,00001000110000100000000000000000,00000111000010000010010110000111,01101000000011011000010100000011,01000100000000110110011110001111,01001010001101000011100110001101,01001101010001010100100010010010,00010000100011001100001100001110,00011110111101000100000000101000,01100010000000000000010000000010,01011101000000000011111001000010,01110000000000000000111111000100,01001000111101010100000001101110,00000000011010000000100010000011,00000011000100011011000110000000,00010001000100001011011100001110,00000000001000000101001100000100,01101101000010100001000010000000,00000000110110100110011100000111,00000011010010100101111000000010,01001111010010001101001001101000,01111101000010011000101010001001,00011000010011011110100001100101,01000000100110000110001001111101,01000110111000001110100000000001,01110000011000010110010100101111,01001111011000110111000000000110
31:00000000000000000000000000000000,01100000111110000010110010111110,01100111001100010000000110000010,00011000000000000001100001100000,00110110000010000100000001001000,00110100000000101110001000000101,01010110110000001011100000000101,01100001110011111111101110010000,00010001000001000010100110000000,00011110000000100010100000001111,00001101110101100011100110001111,00000001100100010011101110001111,00001110101010010100010110000000,00010111000001000001110000000000,01100101010000111011000010010001,00011100011000000111000010010011,00010000010000001000000011011111,01001010001100000100101011001100,01000100001110101000010000000101,00000000000111100111000010000100,00000010100101110011000101001000,01111000011111110110101100000000,01100110000000100010110001010000,00000000000000101000000001101111,00000010100001111010001011010010,01101110000011110100101011101000,01100010000010000000101110101000,01100100011101011001101001001101,00001100111000000011000011001000,01011001100010001110011110010010,01111001000100101010001101101110,01010100011100010101111001001000
0:00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000,00000000000000000000000000000000
1:00000000000000000000000000000000,00001000000000000000000000000010,00010100100010000000000000000001,00000000100000000000000000000101,00000100100010001100000000000101,00000111100000001110000111110010,00001111110000000010000110000110,00111111010110111110000001000000,00001011111000000000000000000010,00100011000000010000000000000000,00000001010000000011110000010001,00000100101000111111000010010000,00001111000100000011001000010000,01011011101111000110000000010000,00100010100101101110000001101001,00010000010101000000001011000101,01010001100000000000010100000110,00000000000000001010100011010100,00011000001000010001001000000010,00000000000000011011000111000001,00000000000000000000000000100001,00000000000000000000000000100001,00000100111000000000000000000100,00001000000010000000000001001010,00000000100110000000000110010000,00000100001110011110011000000011,00101110000011000001111000000011,00011000010101000001011000000000,00001000101001000000011001000100,00000000000101100100000001000000,00001101100000000000001000000100,00000000011110000100000011011001
2:00000000000000000000000000000000,00011000011000000000011110001110,00100010000001010000111110000001,00000000000001111000000000000101,00000000000000011010001000000000,00000000000001010000100000110000,00000000000001011000100000001000,01001000000001000011010000000001,00000000000000101000001111000000,01000000010000001000010010100000,00000000001100000111100010100000,00000000000011000011100000000001,00000000000000000000100000000000,00000000000000000000001000000000,00010000000010000001001000000000,00001010000010001111010000010000,00001010011010011000000000000101,00000101100000000000000000101110,01000100000010010000000000100001,00010100000100000000000000000001,00010000000000011000000100000000,00001000000100000000000001000000,00001000000000000000000000000001,00000000000001000010000010000100,00010000000000000110101000000000,00110000110000011000100000010001,01000001000000000000000000010000,00000001000000000000000000001100,01000001000000000000000000000100,00000000000000000000000000000000,00000010000000000010000000000000,01110101100000000110000001000100
3:00000000000000000000000000000000,00101000000110000000010010001100,00000000001001000011100010001010,00000000000000000101000100000000,00000000000000100100000110000010,00000000000000100100000000000101,01000000000010100010000000011001,01000000000010001000100000000000,01000000001101001000000000000000,01000000001001001000010001100000,01000000000111000000000000100000,00000000000010000101100010000000,00000000000000000111000000000000,00000110000000000001100000000000,00000000011010000000110000100000,00000010010100000000000000101000,00001010011000000000000000110100,00001000100001000000000000000110,00000111100001100000000000100000,00000000000000000000000000000000,00100010000010000000000000000001,00001000000010000010000010000001,00001000000010000110000100000001,00001000000000000000100000000000,00001011000001011000001000000001,00101011010001100000010000000001,01001000000001000000011000000001,00111001000000000000010000000001,01000000000000000000001000000001,00000000000000000000000000000000,00000000000000000000110000000000,00010111000000011010000010011100
